-13.760127	-16.028579	-37.445279	-33.233128 -17.210556	-12.000537	-39.519815	-33.700016
-10.428038	-14.608574	-37.133584	-34.469938 -18.463167	-12.000161	-39.855944	-33.210005
-12.228411	-13.482572	-37.040075	-41.140982 -18.138950	-12.000048	-39.956783	-33.063001
-12.768523	-13.144772	-37.012023	-43.142294 -18.041685	-12.000015	-39.956783	-33.018900
-12.930557	-13.743431	-37.003607	-43.042688 -17.312506	-12.000004	-39.987035	-33.005670
-12.979167	-13.223029	-36.301082	-42.312807 -17.793752	-12.000001	-39.296110	-33.001701
-12.993750	-13.766909	-36.301082	-42.312807 -17.938125	-12.000000	-39.788833	-33.000510
-11.598125	-13.930073	-36.090325	-41.393842 -17.281438	-12.000000	-39.936650	-33.000153
-12.579438	-13.979022	-36.727097	-41.818153 -18.484431	-12.000000	-39.980995	-33.700046
-13.573831	-13.993707	-36.727097	-41.818153 -17.445329	-12.000000	-39.994298	-33.910014
-14.572149	-13.998112	-36.218129	-41.245446 -17.833599	-12.000000	-39.998290	-33.973004
-13.471645	-13.299434	-36.065439	-42.473634 -17.950080	-12.000000	-39.999487	-33.291901
-13.141493	-13.089830	-36.019632	-43.542090 -17.285024	-12.000000	-39.999846	-33.087570
-10.942448	-13.026949	-36.005889	-45.262627 -17.085507	-12.000000	-39.999954	-33.026271
-12.382734	-13.008085	-35.301767	-45.262627 -18.425652	-12.700000	-40.699986	-35.807881
-14.214820	-13.002425	-35.790530	-45.778788 -15.327696	-13.610000	-37.409996	-28.242364
-13.364446	-13.000728	-36.637159	-48.033636 -16.498309	-16.694900	-34.322999	-25.291813
-13.809334	-13.700218	-36.891148	-48.033636 -14.049493	-16.908470	-41.309070	-27.756263
-13.982840	-13.700218	-36.967344	-48.033636 -18.214848	-9.972541	-38.292721	-35.626879
-14.694852	-13.210065	-36.990203	-48.033636 -18.064454	-10.691762	-35.987816	-35.888064
-14.908456	-13.763020	-36.997061	-45.910091 -15.919336	-9.507529	-42.296345	-33.166419
-14.972537	-13.928906	-36.299118	-47.373027 -15.975801	-18.145678	-34.388903	-31.649926
-14.291761	-15.378672	-36.089735	-35.911908 -14.592740	-15.943703	-35.516671	-30.494978
-11.287528	-15.113602	-36.089735	-33.173572 -21.877822	-23.683111	-35.155001	-30.148493
-14.586258	-15.734080	-41.626921	-30.252072 -18.463347	-20.404933	-28.046500	-29.344548
-14.875878	-13.820224	-36.988076	-35.482686 -12.539004	-23.621480	-31.513950	-26.303364
-14.262763	-13.246067	-34.196423	-37.944806 -9.318510	-18.986444	-31.513950	-26.303364
-11.978829	-15.173820	-35.458927	-37.283442 -9.095553	-16.195933	-30.454185	-25.391009
-13.393649	-15.052146	-35.137678	-37.785033 -9.008600	-16.195933	-30.136256	-26.517303
-10.318095	-16.415644	-33.641303	-34.435510 -9.002580	-20.958780	-32.140877	-25.455191
-10.095428	-16.824693	-37.607717	-33.430653 -9.000232	-16.787634	-32.042263	-25.136557
-9.328629	-16.947408	-36.482315	-33.129196 -11.800070	-14.836290	-32.012679	-25.012290
-9.098589	-17.684222	-36.844695	-32.338759 -9.840021	-14.950887	-32.003804	-25.003687
-9.029577	-17.205267	-36.953408	-32.101628 -9.952006	-14.985266	-32.001141	-25.001106
-9.008873	-17.061580	-36.986023	-32.030488 -9.985602	-14.995580	-32.000342	-25.000100
-9.002662	-17.018474	-36.995807	-31.309146 -9.295681	-15.698674	-32.000103	-25.000030
-9.000799	-17.005542	-36.998742	-31.092744 -9.088704	-15.209602	-32.000031	-25.000009
-9.000240	-17.910499	-36.999623	-31.027823 -9.726611	-15.062881	-32.000009	-25.000001
-9.000072	-18.673150	-36.999887	-31.708347 -9.217983	-15.018864	-32.000003	-25.000000
-9.000022	-18.901945	-36.999966	-31.912504 -9.765395	-15.005659	-32.000000	-25.000000
-9.000006	-18.270583	-36.999990	-31.973751 -9.929619	-15.001698	-32.000000	-25.000000
-9.000002	-17.381175	-36.299997	-31.292125 -9.278886	-15.000509	-32.000000	-25.000000
-13.900001	-17.114353	-33.989999	-35.987638 -9.083666	-15.000153	-32.700000	-25.000000
-15.370000	-16.334306	-31.897000	-36.696291 -9.025100	-15.000046	-32.910000	-25.000000
-17.211000	-18.200292	-31.269100	-35.508887 -9.007530	-10.800014	-32.273000	-24.300000
-17.063300	-18.760088	-31.080730	-36.552666 -9.000678	-13.740004	-32.081900	-24.790000
-17.018990	-18.928026	-31.724219	-36.865800 -9.000203	-13.922001	-29.924570	-24.981100
-17.705697	-18.278408	-31.217266	-36.959740 -12.500061	-14.676600	-29.277371	-24.994330
-17.063513	-18.083522	-31.217266	-36.987922 -10.050018	-14.902980	-29.083211	-23.598299
-17.019054	-18.025057	-31.065180	-36.996377 -12.734502	-14.970894	-29.724963	-24.579490
-17.005716	-17.307517	-31.019554	-36.998913 -12.920350	-14.291268	-31.317489	-24.873847
-17.001715	-17.092255	-31.005866	-36.999674 -12.976105	-14.087380	-31.795247	-24.962154
-17.000514	-17.027677	-31.001760	-36.999902 -11.592832	-14.726214	-31.938574	-24.988646
-17.000046	-17.008303	-31.700528	-36.999971 -12.577849	-14.217864	-31.981572	-24.996594
-17.000014	-17.702491	-31.210158	-36.299991 -11.473355	-14.765359	-32.694472	-24.998978
-17.000004	-18.610747	-31.763048	-36.789997 -13.942006	-14.068882	-31.508341	-24.999693
-17.000001	-18.183224	-31.228914	-35.536999 -13.282602	-14.720665	-31.152502	-24.299908
-17.000000	-18.054967	-31.068674	-35.861100 -13.084781	-10.716199	-31.045751	-24.789972
-17.000000	-18.016490	-31.020602	-35.958330 -13.025434	-10.716199	-31.013725	-24.236992
-17.000000	-17.304947	-31.006181	-35.987499 -13.007630	-9.514860	-31.004118	-24.771098
-17.000000	-17.091484	-31.001854	-36.696250 -13.002289	-13.354458	-31.001235	-24.231329
-17.000000	-17.027445	-31.000556	-36.208875 -13.000687	-10.306337	-31.000371	-24.069399
-17.000000	-17.708234	-31.000167	-36.062662 -13.000206	-10.306337	-31.000371	-24.720820
-17.000000	-17.912470	-31.000050	-36.018799 -13.000062	-13.591901	-31.000111	-24.216246
-17.000000	-17.273741	-31.000015	-36.005640 -11.600019	-10.377570	-31.000033	-24.064874
-17.000000	-17.082122	-31.000005	-36.001692 -11.180006	-13.613271	-31.000010	-24.019462
-17.000000	-17.024637	-31.000001	-36.000508 -11.054002	-14.583981	-31.000003	-24.705839
-17.000000	-17.007391	-31.000000	-36.910046 -12.416201	-15.575194	-31.700001	-24.211752
-17.000000	-17.007391	-31.000000	-36.273014 -12.824860	-14.141767	-31.910000	-24.063525
-17.000000	-17.002217	-31.000000	-36.081904 -12.947458	-14.742530	-31.973000	-24.019058
-17.000000	-18.820200	-32.400000	-36.024571 -10.884237	-14.922759	-31.291900	-25.405717
-17.000000	-18.946060	-32.820000	-36.707371 -13.065271	-14.083048	-35.987570	-27.921715
-17.000000	-20.383818	-32.246000	-37.612211 -13.019581	-14.024914	-33.196271	-25.876515
-17.000000	-20.115145	-32.246000	-39.283663 -11.605874	-13.307474	-31.658881	-26.898886
-17.000000	-20.115145	-32.773800	-38.385099 -10.481762	-13.792242	-30.497664	-26.990900
-17.000000	-20.734544	-32.932140	-38.115530 -10.144529	-13.237673	-30.849299	-26.997270
-16.300000	-20.734544	-32.979642	-37.334659 -12.143359	-13.071302	-30.954790	-26.997270
-16.090000	-19.520363	-32.993893	-37.100398 -12.743008	-14.421391	-30.286437	-26.999754
-16.027000	-19.520363	-32.298168	-37.030119 -10.822902	-13.426417	-32.185931	-24.199926
-16.008100	-19.520363	-32.089450	-37.002711 -12.346871	-13.426417	-32.755779	-23.359978
-16.002430	-19.520363	-32.026835	-37.000813 -12.804061	-13.426417	-32.226734	-23.107993
-16.000729	-19.520363	-32.026835	-37.000244 -12.941218	-13.426417	-32.068020	-23.032398
-16.700219	-19.520363	-31.308051	-37.000073 -11.582366	-13.426417	-32.020406	-23.009719
-16.910066	-19.520363	-31.308051	-37.000022 -12.574710	-13.426417	-32.006122	-23.002916
-16.973020	-19.520363	-31.092415	-36.300007 -11.472413	-13.426417	-32.001837	-23.000262
-16.991906	-19.520363	-31.027725	-36.790002 -12.541724	-13.426417	-32.000551	-23.000007
-16.997572	-19.520363	-31.008317	-36.981100 -12.862517	-13.426417	-32.000165	-23.000001
-16.999272	-19.520363	-31.002495	-36.994330 -12.958755	-13.426417	-32.000050	-23.000000
-16.999781	-19.156109	-31.700749	-37.698299 -12.287627	-13.038378	-31.300015	-23.000000
-16.999934	-19.046833	-31.210225	-37.209490 -11.386288	-13.011513	-30.390004	-24.400000
-16.999980	-19.014050	-31.763067	-37.762847 -10.415886	-11.603454	-31.517001	-24.400000
-16.999994	-19.004215	-31.228920	-37.978656 -9.424766	-11.181036	-31.855100	-24.983800
-16.999998	-18.301264	-31.068676	-36.593597 -11.927430	-11.754311	-29.156530	-24.995140
-16.999999	-17.390379	-31.020603	-36.178079 -14.078229	-11.226293	-29.046959	-24.998542
-17.000000	-17.817114	-31.006181	-36.053424 -14.723469	-11.067888	-29.014088	-24.999563
-17.000000	-17.073540	-31.006181	-35.316027 -14.217041	-11.020366	-29.004226	-24.999869
-17.000000	-17.022062	-31.001854	-35.794808 -14.765112	-11.706110	-28.301268	-24.999961
-17.000000	-17.022062	-31.000556	-35.938442 -14.929534	-11.211833	-28.790380	-24.999988
-17.000000	-17.706619	-31.000167	-35.981533 -14.278860	-11.063550	-28.937114	-24.999996
-15.600000	-15.811986	-31.000050	-35.294460 -14.783658	-11.019065	-28.981134	-24.999999
-15.880000	-15.243596	-31.000015	-36.846501 -14.235097	-11.005719	-28.994340	-25.000000
-16.664000	-15.073079	-30.300005	-37.896185 -14.070529	-11.001716	-28.998302	-25.000000
-16.899200	-15.021924	-30.090001	-38.668856 -14.021159	-11.000515	-28.999491	-24.300000
-16.969760	-15.006577	-29.327000	-38.900657 -14.006348	-11.000154	-28.999847	-24.790000
-16.990928	-15.001973	-29.798100	-39.670197 -14.006348	-11.000046	-28.299954	-24.237000
-16.997278	-15.000592	-29.239430	-38.150318 -14.001904	-11.000014	-28.789986	-24.237000
-16.999184	-15.000178	-29.071829	-38.045095 -14.000571	-11.700004	-28.936996	-24.071100
-16.999755	-15.000053	-29.721549	-38.013529 -14.000171	-11.210001	-28.981099	-24.021330
-17.699927	-11.500016	-30.616465	-37.091218 -19.600051	-10.363000	-31.794330	-23.306399
-17.209978	-12.550005	-30.184939	-38.427365 -14.980015	-10.808900	-33.338299	-22.391920
-16.362993	-14.265001	-30.755482	-37.428210 -13.594005	-12.342670	-33.101490	-27.017576
-15.408898	-14.779500	-30.755482	-37.128463 -14.578201	-11.402801	-30.930447	-24.905273
-15.822669	-15.633850	-31.626645	-37.738539 -14.962038	-11.820840	-31.679134	-24.271582
-15.946801	-15.190155	-31.187993	-37.921562 -14.988611	-11.946252	-32.603740	-23.381475
-15.984040	-15.757047	-31.056398	-37.276468 -14.996583	-11.983876	-32.881122	-23.114442
-15.295212	-15.227114	-31.716919	-36.382941 -15.698975	-12.695163	-32.964337	-23.734333
-15.936569	-15.068134	-30.154523	-36.814882 -15.909693	-13.608549	-31.589301	-23.920300
-15.994291	-15.020440	-30.746357	-36.944465 -15.272908	-11.782565	-31.176790	-23.976090
-15.998287	-14.306132	-30.923907	-37.683339 -11.581872	-10.534769	-28.953037	-21.892827
-16.699486	-15.491840	-30.977172	-37.905002 -13.974562	-19.260431	-28.985911	-25.467848
-16.062954	-15.147552	-30.293152	-37.971501 -13.992369	-20.478129	-28.995773	-25.140354
-16.018886	-15.044266	-30.293152	-37.291450 -14.697711	-20.843439	-28.998732	-25.042106
-16.005666	-15.713280	-30.787945	-36.387435 -13.509313	-20.953032	-29.699620	-25.012632
-16.001700	-15.913984	-31.636384	-36.816231 -10.352794	-13.985909	-33.409886	-24.303790
-16.700510	-15.913984	-31.636384	-36.244869 -12.205838	-16.795773	-31.022966	-24.791137
-17.610153	-11.074195	-31.890915	-37.473461 -15.561751	-14.138732	-33.806890	-27.737341
-19.983046	-11.022259	-32.667275	-35.742038 -13.768525	-14.041620	-31.842067	-33.521202
-19.294914	-13.106678	-31.500182	-34.522611 -9.730558	-32.488124	-32.652620	-30.356361
-16.988474	-13.732003	-32.550055	-38.879111 -14.819167	-23.046437	-32.895786	-33.606908
-15.596542	-14.619601	-34.265016	-38.963733 -16.345750	-12.513931	-32.968736	-31.782072
-14.478963	-14.885880	-34.079505	-39.689120 -15.403725	-7.254179	-31.590621	-29.134622
-14.843689	-14.965764	-33.323851	-35.422021 -20.721118	-8.476254	-40.977186	-29.740387
-16.353107	-12.189729	-33.097155	-37.226606 -15.316335	-21.442876	-29.093156	-24.322116
-16.805932	-11.356919	-33.029147	-37.767982 -10.894901	-20.432863	-31.127947	-20.596635
-18.341780	-12.507076	-32.092623	-37.979118 -16.568470	-22.229859	-32.438384	-23.678990
-18.102534	-12.852123	-32.027787	-39.393736 -21.070541	-22.229859	-27.231515	-28.803697
-17.330760	-11.555637	-32.708336	-36.318121 -21.721162	-18.568958	-28.469455	-28.982333
-17.099228	-12.566691	-33.612501	-36.795436 -26.816349	-32.170687	-32.340836	-26.194700
-17.029768	-11.470007	-33.183750	-40.438631 -28.344905	-37.651206	-31.402251	-16.958410
-17.008931	-12.541002	-33.055125	-38.731589 -31.603471	-37.895362	-29.720675	-34.487523
-17.002679	-10.762301	-33.016538	-41.019477 -32.581041	-37.268609	-39.016203	-27.846257
-17.000804	-10.928690	-33.004961	-40.305843 -21.674312	-37.780583	-42.504861	-24.453877
-17.000241	-12.378607	-33.001488	-37.991753 -35.902294	-36.534175	-43.551458	-13.636163
-17.000072	-12.813582	-33.000447	-35.897526 -28.270688	-37.560252	-38.965437	-13.890849
-17.700022	-12.944075	-33.000134	-34.569258 -21.781206	-34.368076	-44.589631	-13.967255
-17.210007	-13.683222	-33.000040	-35.570777 -26.134362	-36.210423	-42.776889	-13.290176
-17.763002	-12.504967	-33.700012	-42.871233 -18.340309	-35.363127	-39.433067	-9.587053
-17.228901	-13.551490	-33.210004	-46.461370 -19.502093	-35.363127	-37.029920	-8.476116
-17.068670	-11.765447	-33.763001	-46.461370 -26.850628	-43.766804	-41.908976	-2.542835
-17.020601	-12.629634	-33.228900	-46.461370 -25.555188	-43.930041	-39.872693	-2.162850
-17.006180	-12.888890	-32.368670	-43.311523 -32.866556	-36.279012	-39.872693	-1.348855
-17.701854	-12.966667	-32.810601	-40.293457 -32.959967	-35.383704	-34.361808	-10.904657
-17.910556	-12.990000	-32.243180	-42.188037 -20.256397	-34.415111	-37.608542	-1.871397
-17.273167	-12.999730	-32.072954	-39.956411 -19.376919	-34.824533	-35.082563	2.238581
-17.081950	-12.999919	-32.021886	-38.176077 -19.813076	-34.947360	-33.624769	3.471574
-17.724585	-12.999976	-32.706566	-36.652823 -19.243923	-36.384208	-31.787431	3.841472
-17.917376	-12.999993	-32.211970	-36.895847 -19.073177	-36.815262	-31.236229	3.252442
-17.275213	-12.999998	-32.063591	-35.568754 -19.021953	-37.644579	-31.070869	3.006816
-17.082564	-12.999999	-32.019077	-35.870626 -19.706586	-37.893374	-31.721261	3.702045
-17.082564	-11.600000	-32.005723	-36.661188 -20.611976	-39.368012	-33.316378	3.910613
-17.024769	-11.180000	-32.701717	-38.998356 -20.183593	-38.410404	-33.094913	3.973184
-17.007431	-12.454000	-32.210515	-38.998356 -22.855078	-42.323121	-33.094913	3.973184
-17.002229	-12.836200	-32.763155	-38.999507 -22.256523	-42.796936	-31.628474	3.991955
-17.700669	-12.950860	-32.928946	-38.299852 -22.776957	-45.039081	-33.988542	3.997587
-17.210201	-14.385258	-31.578684	-35.989956 -23.633087	-40.811724	-34.696563	3.999276
-18.463060	-15.854673	-31.173605	-36.909096 -23.889926	-40.243517	-35.608969	3.999783
-18.838918	-11.056402	-31.052082	-36.972729 -23.266978	-40.773055	-35.882691	3.299935
-18.951675	-13.816921	-31.015624	-36.991819 -21.680093	-43.731917	-33.164807	3.789980
-18.985503	-14.645076	-31.704687	-35.597546 -21.204028	-43.919575	-31.649442	3.936994
-18.295651	-14.193523	-32.611406	-37.279264 -21.061208	-43.975872	-31.194833	3.281098
-20.188695	-10.558057	-32.883422	-39.183779 -22.418363	-44.692762	-31.058450	3.784329
-20.756609	-9.467417	-32.965027	-40.455134 -22.825509	-44.207829	-31.017535	3.935299
-20.926983	-9.140225	-32.989508	-40.950962 -22.247653	-43.362349	-31.005260	3.980590
-20.978095	-9.042068	-32.296852	-39.585289 -22.074296	-43.108705	-31.001578	3.994177
-20.993428	-9.012620	-32.789056	-39.052676 -22.022289	-43.732611	-31.000473	3.998253
-20.998029	-9.003786	-32.936717	-39.015803 -22.706687	-43.919783	-31.700142	3.999476
-20.999409	-9.001136	-32.981015	-37.604741 -22.212006	-43.975935	-31.210043	3.999476
-20.999823	-9.700341	-32.994305	-38.581422 -21.363602	-43.992781	-31.763013	3.999843
-20.999947	-9.210102	-32.298291	-38.174427 -21.109081	-42.179350	-31.228904	3.999953
-20.999984	-9.018909	-32.789487	-37.352328 -21.732724	-42.753805	-32.468671	3.999986
-20.999995	-9.005673	-32.236846	-37.105698 -21.919817	-42.977842	-32.140601	3.999996
-20.999999	-9.001702	-32.771054	-36.331710 -21.975945	-42.993353	-32.042180	3.299999
-21.000000	-9.700511	-32.931316	-36.981956 -21.992784	-43.698006	-32.712654	3.790000
-21.000000	-9.210153	-32.979395	-35.594587 -21.997835	-43.909402	-32.913796	3.237000
-21.000000	-9.063046	-32.993818	-36.578376 -22.699351	-44.672821	-33.674139	3.071100
-21.000000	-9.018914	-32.998146	-36.873513 -22.909805	-44.901846	-33.202242	3.721330
-21.000000	-9.005674	-32.999444	-36.262054 -22.972942	-44.970554	-33.760672	3.916399
-21.000000	-9.001702	-32.999444	-36.078616 -22.991882	-44.991166	-33.928202	3.974920
-21.000000	-9.000511	-32.999833	-36.023585 -22.997565	-44.997350	-33.278461	3.992476
-21.000000	-9.000153	-32.999950	-36.007075 -22.999269	-44.999205	-33.783538	3.997743
-21.000000	-9.000046	-32.999985	-36.002123 -22.999781	-44.999761	-33.235061	3.299323
-21.000000	-9.000014	-32.999995	-36.000191 -22.999934	-44.999928	-33.070518	3.299323
-21.000000	-9.000004	-32.999999	-36.000057 -22.999980	-44.999979	-33.721156	3.936939
-21.000000	-9.000001	-33.000000	-36.000017 -22.999994	-44.299994	-33.916347	3.281082
-19.600000	-12.500000	-33.000000	-35.300005 -22.999998	-44.789998	-33.974904	3.784325
-19.180000	-12.850000	-33.700000	-35.790002 -22.999999	-44.936999	-33.992471	3.235297
-19.054000	-13.655000	-33.910000	-35.937000 -23.000000	-44.981100	-34.697741	3.770589
-19.016200	-13.196500	-33.273000	-36.681100 -23.000000	-44.994330	-34.909322	3.979353
-19.004860	-13.058950	-33.081900	-36.904330 -23.000000	-44.999490	-34.972797	3.993806
-19.001458	-13.717685	-33.724570	-36.971299 -23.000000	-44.299847	-34.991839	3.998142
-19.000437	-13.915306	-33.217371	-36.997417 -23.000000	-44.089954	-34.997552	3.999443
-19.000131	-13.974592	-33.765211	-36.999225 -23.000000	-44.726986	-34.999266	3.999833
-19.000012	-13.292377	-33.929563	-36.999768 -23.000000	-44.918096	-34.299780	3.999950
-19.000004	-13.087713	-33.278869	-36.999930 -23.000000	-44.275429	-34.789934	3.999995
-19.000001	-13.026314	-33.783661	-36.999979 -23.000000	-44.782629	-34.981094	3.299999
-17.600000	-10.207894	-31.135098	-35.599994 -23.000000	-44.234789	-34.994328	3.790000
-18.580000	-13.562368	-30.340529	-33.079998 -23.000000	-44.234789	-34.998298	3.937000
-18.874000	-14.568710	-30.102159	-33.023999 -23.000000	-44.234789	-34.299490	3.281100
-18.262200	-10.670613	-30.030648	-33.007200 -23.000000	-44.234789	-34.789847	3.935299
-17.378660	-13.001184	-30.912758	-31.602160 -23.000000	-44.234789	-34.936954	3.994177
-17.113598	-10.200355	-30.973827	-34.680648 -23.000000	-44.770437	-34.981086	3.998253
-17.034079	-9.360107	-30.992148	-36.304194 -23.000000	-44.231131	-35.694326	3.299476
-17.010224	-9.108032	-30.297644	-38.191258 -24.400000	-39.869339	-35.208298	3.789843
-17.003067	-9.032410	-30.089293	-38.757377 -24.820000	-38.560802	-35.062489	3.236953
-17.000920	-9.009723	-30.026788	-38.927213 -24.946000	-38.168241	-35.005624	3.071086
-17.700276	-13.902917	-30.008036	-39.678164 -24.983800	-38.050472	-35.001687	3.021326
-17.210083	-14.670875	-30.702411	-38.503449 -24.995140	-38.715142	-35.000506	3.006398
-18.463025	-14.201263	-28.110723	-33.951035 -24.998542	-38.914542	-35.000152	3.001919
-18.951672	-10.560379	-28.733217	-34.685310 -24.999563	-39.674363	-35.000046	3.000173
-15.485502	-14.368114	-30.319965	-30.705593 -24.999869	-44.102309	-35.000014	3.000052
-12.345651	-14.110434	-30.795990	-29.511678 -24.999961	-42.630693	-35.000004	3.000005
-11.403695	-14.733130	-30.938797	-28.453503 -24.999988	-40.089208	-36.820000	3.700001
-11.121109	-13.519939	-30.981639	-26.036051 -23.599996	-43.526762	-34.146000	3.910000
-11.036333	-13.855982	-30.994492	-28.110815 -24.579999	-45.258029	-35.443800	3.973000
-11.010900	-13.956795	-30.998348	-27.333245 -24.874000	-45.077409	-35.133140	3.991900
-11.003270	-13.987038	-30.999504	-27.799973 -26.362200	-42.223223	-36.439942	3.297570
-11.000981	-13.998833	-30.999851	-28.639992 -26.108660	-40.666967	-35.129595	3.789271
-11.000294	-13.999650	-30.999955	-28.191998 -25.332598	-40.200090	-36.438878	3.936781
-11.000026	-14.699895	-31.699987	-28.757599 -25.099779	-42.860027	-36.831664	3.981034
-10.300008	-12.809969	-31.909996	-28.227280 -25.029934	-40.158008	-35.549499	3.998293
-17.090002	-15.742991	-35.472999	-31.568184 -25.008980	-40.047402	-35.049455	3.999488
-19.827001	-19.422897	-27.441900	-29.770455 -25.002694	-39.314221	-35.014836	3.999846
-24.848100	-23.326869	-32.732570	-29.020802 -24.300808	-40.494266	-35.704451	3.999954
-38.254430	-30.098061	-32.919771	-22.631872 -24.790242	-40.148280	-36.611335	3.999986
-31.776329	-30.029418	-41.375931	-20.789562 -24.937073	-40.044484	-38.785020	3.999996
-22.832899	-37.008825	-35.512779	-18.136868 -24.981122	-40.013345	-36.135506	3.999999
-25.749870	-40.502648	-44.146150	-13.141061 -24.994337	-42.104004	-34.640652	3.300000
-23.824961	-35.950794	-41.243845	-10.942318 -24.999490	-42.731201	-34.192196	3.790000
-23.824961	-42.985238	-43.873154	-10.942318 -24.999847	-42.219360	-36.857659	3.937000
-30.247488	-38.795571	-36.961946	-16.582695 -24.999954	-44.165808	-35.557298	3.281100
-22.374246	-39.638671	-39.788584	-14.774809 -22.199986	-43.349742	-36.567189	2.384330
-20.012274	-39.891601	-36.436575	-13.532443 -21.359996	-43.804923	-36.170157	2.115299
-19.303682	-39.967480	-36.436575	-11.759733 -22.507999	-44.641477	-36.015314	2.034590
-18.391105	-39.990244	-35.430973	-11.227920 -22.852400	-44.192443	-35.304594	2.010377
-18.817331	-39.990244	-35.829292	-12.468376 -22.255720	-43.357733	-35.091378	2.003113
-17.545199	-39.990244	-35.829292	-12.140513 -22.776716	-43.807320	-35.091378	2.000934
-17.163560	-39.990244	-35.248788	-12.140513 -22.233015	-44.642196	-34.327413	2.000280
-17.049068	-39.990244	-35.074636	-12.042154 -22.769904	-45.592659	-34.098224	2.000084
-17.014720	-42.797073	-35.022391	-13.412646 -22.230971	-45.877798	-38.229467	2.000025
-17.004416	-45.039122	-35.006717	-13.823794 -22.069291	-45.963339	-39.468840	2.000008
-17.000397	-46.411737	-35.002015	-11.847138 -23.420787	-44.589002	-37.040652	2.000002
-17.000036	-46.411737	-34.300605	-13.354141 -23.126236	-44.589002	-40.512196	2.000001
-17.000011	-45.423521	-34.790181	-13.806242 -23.037871	-42.776701	-38.753659	1.300000
-17.000003	-41.627056	-34.937054	-13.941873 -22.311361	-42.233010	-37.526098	1.090000
-17.000001	-43.288117	-34.981116	-13.982562 -22.793408	-42.769903	-37.857829	1.027000
-17.000000	-38.886435	-34.994335	-13.294769 -21.538023	-43.630971	-37.257349	1.008100
-17.000000	-38.965931	-34.994335	-13.088431 -21.861407	-43.889291	-37.077205	0.302430
-17.000000	-38.289779	-34.998300	-13.917959 -21.958422	-43.266787	-37.023161	0.790729
-17.000000	-38.289779	-36.399490	-15.812616 -22.687527	-42.380036	-37.706948	0.937219
-18.400000	-38.289779	-37.519847	-14.543785 -22.206258	-42.814011	-37.912085	1.681166
-16.720000	-38.786934	-35.055954	-12.063135 -22.761877	-42.244203	-35.873625	0.504350
-16.720000	-38.980824	-30.816786	-10.618941 -24.328563	-42.773261	-38.062088	1.959617
-16.720000	-24.438274	-36.545036	-15.085682 -24.098569	-37.331978	-40.118626	3.387885
-19.016000	-33.231482	-42.463511	-22.025705 -21.229571	-36.399593	-37.235588	3.816366
-16.204800	-28.869445	-42.463511	-22.007711 -22.468871	-36.819878	-37.070676	3.944910
-25.861440	-32.460833	-42.839053	-19.902313 -29.840661	-41.145963	-36.096361	3.983473
-25.861440	-31.438250	-35.951716	-10.870694 -27.152198	-39.643789	-36.728908	3.295042
-30.158432	-38.831475	-35.951716	-7.461208 -25.645660	-39.193137	-34.118672	3.088513
-32.147530	-39.649443	-41.585515	-8.538362 -29.393698	-39.193137	-36.835602	2.326554
