1181004608,1
1181004641,1
1181166441,1
1181175949,1
1181175950,1
1181247112,1
1181249636,1
1181257126,1
1181264671,1
1181267376,1
1181269021,1
1181317262,1
1181317284,1
1181352907,1
1181592650,1
1181615478,1
1181758272,2
1181779440,3
1181779440,3
1181779441,3
1181844248,6
1181844326,6
1181846294,6
1181846402,6
1181846901,2
1181846911,2
1181850317,6
1181850359,6
1181850942,6
1181851434,6
1181851434,6
1181858414,6
1181858434,6
1181860275,6
1181860374,6
1181861755,6
1181861789,6
1181863507,2
1181865292,6
1181865293,6
1181866220,6
1181877125,6
1181924995,6
1181925106,3
1181938838,6
1181938977,6
