2007-08-27 21:04:48,2:1:0:0,2:1:0:0
2007-08-27 21:04:58,2:1:0:0,2:1:0:0
2007-08-27 21:05:08,2:1:0:0,1:1:0:0
2007-08-27 21:05:18,2:1:0:0,1:1:0:0
2007-08-27 21:05:28,2:1:0:0,1:1:0:0
2007-08-27 21:05:38,2:1:0:0,1:1:0:0
2007-08-27 21:05:48,2:1:0:0,1:1:0:0
2007-08-27 21:05:58,2:1:0:0,2:1:0:0
2007-08-27 21:06:08,2:1:0:0,0:0:0:0
2007-08-27 21:06:18,2:1:0:0,1:1:0:0
2007-08-27 21:06:28,2:1:0:0,0:0:0:1
2007-08-27 21:06:38,2:1:0:0,0:0:0:1
2007-08-27 21:06:48,2:1:0:0,0:0:0:1
2007-08-27 21:06:58,2:1:0:0,0:0:0:1
2007-08-27 21:07:08,2:1:0:0,0:0:0:1
2007-08-27 21:07:18,2:1:0:0,0:0:0:0
2007-08-27 21:07:28,2:1:0:0,1:1:0:0
2007-08-27 21:07:38,2:1:0:0,1:1:0:0
2007-08-27 21:07:48,2:1:0:0,1:1:0:0
2007-08-27 21:07:58,2:1:0:0,1:1:0:0
2007-08-27 21:08:08,2:1:0:0,2:1:0:0
2007-08-27 21:08:18,2:1:0:0,1:1:0:0
2007-08-27 21:08:28,2:1:0:0,1:1:0:0
2007-08-27 21:08:38,2:1:0:0,1:1:0:0
2007-08-27 21:08:48,2:1:0:0,1:1:0:0
2007-08-27 21:08:58,2:1:0:0,1:1:0:0
2007-08-27 21:09:08,2:1:0:0,1:1:0:0
2007-08-27 21:09:18,2:1:0:0,1:1:0:0
2007-08-27 21:09:28,2:1:0:0,1:1:0:0
2007-08-27 21:09:38,2:1:0:0,1:1:0:0
2007-08-27 21:09:48,2:1:0:0,1:1:0:0
2007-08-27 21:09:58,2:1:0:0,1:1:0:0
2007-08-27 21:10:08,2:1:0:0,1:1:0:0
2007-08-27 21:10:18,2:1:0:0,1:1:0:0
2007-08-27 21:10:28,2:1:0:0,1:1:0:0
2007-08-27 21:10:38,2:1:0:0,1:1:0:0
2007-08-27 21:10:48,2:1:0:0,1:1:0:0
2007-08-27 21:10:58,1:1:0:0,1:1:0:0
2007-08-27 21:11:08,1:1:0:0,1:1:0:0
2007-08-27 21:11:18,1:1:0:0,1:1:0:0
2007-08-27 21:11:28,1:1:0:0,1:1:0:0
2007-08-27 21:11:38,1:1:0:0,1:1:0:0
2007-08-27 21:11:48,1:1:0:0,1:1:0:0
2007-08-27 21:11:58,1:1:0:0,1:1:0:0
2007-08-27 21:12:08,1:1:0:0,1:1:0:0
2007-08-27 21:12:18,1:1:0:0,1:1:0:0
2007-08-27 21:12:28,1:1:0:0,1:1:0:0
2007-08-27 21:12:38,1:1:0:0,1:1:0:0
2007-08-27 21:12:48,1:1:0:0,1:1:0:0
2007-08-27 21:12:58,1:1:0:0,1:1:0:0
2007-08-27 21:13:08,1:1:0:1,1:1:0:1
2007-08-27 21:13:18,0:0:0:1,0:0:0:1
2007-08-27 21:13:28,0:0:0:1,0:0:0:1
2007-08-27 21:13:38,0:0:0:1,0:0:0:1
2007-08-27 21:13:48,0:0:0:1,0:0:0:1
