2007-08-27 20:09:18,2:1:0:0,0:0:0:0
2007-08-27 20:09:28,1:1:0:0,0:0:0:0
2007-08-27 20:09:38,1:1:0:0,0:0:0:0
2007-08-27 20:09:48,1:1:0:0,0:0:0:0
2007-08-27 20:09:58,1:1:0:0,0:0:0:0
2007-08-27 20:10:08,1:1:0:0,0:0:0:0
2007-08-27 20:10:18,1:1:0:0,0:0:0:0
2007-08-27 20:10:28,1:1:0:0,0:0:0:0
2007-08-27 20:10:38,2:1:0:0,0:0:0:0
2007-08-27 20:10:48,2:1:0:0,2:1:0:0
2007-08-27 20:10:58,2:1:0:0,1:1:0:0
2007-08-27 20:11:08,2:1:0:0,1:1:0:0
2007-08-27 20:11:18,2:1:0:0,1:1:0:0
2007-08-27 20:11:28,2:1:0:0,1:1:0:0
2007-08-27 20:11:38,2:1:0:0,1:1:0:0
2007-08-27 20:11:48,2:1:0:0,1:1:0:0
2007-08-27 20:11:58,2:1:0:0,1:1:0:0
2007-08-27 20:12:08,2:1:0:0,1:1:0:0
2007-08-27 20:12:18,2:1:0:0,1:1:0:0
2007-08-27 20:12:28,2:1:0:0,1:1:0:0
2007-08-27 20:12:38,2:1:0:0,1:1:0:0
2007-08-27 20:12:48,2:1:0:0,1:1:0:0
2007-08-27 20:12:58,2:1:0:0,1:1:0:0
2007-08-27 20:13:08,2:1:0:0,1:1:0:0
2007-08-27 20:13:18,2:1:0:0,1:1:0:0
2007-08-27 20:13:28,2:1:0:0,1:1:0:0
2007-08-27 20:13:38,2:1:0:0,1:1:0:0
2007-08-27 20:13:48,2:1:0:0,1:1:0:0
2007-08-27 20:13:58,2:1:0:0,1:1:0:0
2007-08-27 20:14:08,2:1:0:0,1:1:0:0
2007-08-27 20:14:18,2:1:0:0,1:1:0:0
2007-08-27 20:14:28,2:1:0:0,1:1:0:0
2007-08-27 20:14:38,2:1:0:0,1:1:0:0
2007-08-27 20:14:48,2:1:0:0,1:1:0:0
2007-08-27 20:14:58,2:1:0:0,1:1:0:0
2007-08-27 20:15:08,2:1:0:0,1:1:0:0
2007-08-27 20:15:18,2:1:0:0,1:1:0:0
2007-08-27 20:15:28,2:1:0:0,1:1:0:0
2007-08-27 20:15:38,2:1:0:0,1:1:0:0
2007-08-27 20:15:48,2:1:0:0,1:1:0:0
2007-08-27 20:15:58,2:1:0:0,1:1:0:0
2007-08-27 20:16:08,2:1:0:0,1:1:0:0
2007-08-27 20:16:18,2:1:0:0,1:1:0:0
2007-08-27 20:16:28,2:1:0:0,0:0:0:0
2007-08-27 20:16:38,2:1:0:0,0:0:0:0
2007-08-27 20:16:48,2:1:0:0,0:0:0:0
2007-08-27 20:16:58,2:1:0:0,0:0:0:0
2007-08-27 20:17:08,2:1:0:0,0:0:0:0
2007-08-27 20:17:18,2:1:0:0,0:0:0:0
2007-08-27 20:17:28,2:1:0:0,0:0:0:1
2007-08-27 20:17:38,2:1:0:0,0:0:0:1
2007-08-27 20:17:48,2:1:0:0,0:0:0:1
2007-08-27 20:17:58,2:1:0:0,0:0:0:1
2007-08-27 20:18:08,2:1:0:0,0:0:0:1
2007-08-27 20:18:18,2:1:0:0,0:0:0:1
2007-08-27 20:18:28,2:1:0:0,0:0:0:1
2007-08-27 20:18:38,2:1:0:0,0:0:0:1
2007-08-27 20:18:48,2:1:0:0,0:0:0:1
2007-08-27 20:18:58,2:1:0:0,0:0:0:1
2007-08-27 20:19:08,2:1:0:0,0:0:0:1
2007-08-27 20:19:18,2:1:0:0,0:0:0:1
2007-08-27 20:19:28,2:1:0:0,0:0:0:1
2007-08-27 20:19:38,2:1:0:0,0:0:0:1
2007-08-27 20:19:48,2:1:0:0,0:0:0:1
2007-08-27 20:19:58,2:1:0:0,0:0:0:1
2007-08-27 20:20:08,2:1:0:0,0:0:0:1
2007-08-27 20:20:18,2:1:0:0,0:0:0:1
2007-08-27 20:20:28,2:1:0:0,0:0:0:1
2007-08-27 20:20:38,2:1:0:0,0:0:0:1
2007-08-27 20:20:48,2:1:0:0,0:0:0:0
2007-08-27 20:20:58,2:1:0:0,2:1:0:0
2007-08-27 20:21:08,2:1:0:0,2:1:0:0
2007-08-27 20:21:18,2:1:0:0,2:1:0:0
2007-08-27 20:21:28,2:1:0:0,1:1:0:0
2007-08-27 20:21:38,2:1:0:0,1:1:0:0
2007-08-27 20:21:48,2:1:0:0,1:1:0:0
2007-08-27 20:21:58,2:1:0:0,1:1:0:0
2007-08-27 20:22:08,2:1:0:0,1:1:0:0
2007-08-27 20:22:18,2:1:0:0,1:1:0:0
2007-08-27 20:22:28,2:1:0:0,1:1:0:0
2007-08-27 20:22:38,2:1:0:0,1:1:0:0
2007-08-27 20:22:48,2:1:0:0,1:1:0:0
2007-08-27 20:22:58,2:1:0:0,1:1:0:0
2007-08-27 20:23:08,2:1:0:0,1:1:0:0
2007-08-27 20:23:18,2:1:0:0,1:1:0:0
2007-08-27 20:23:28,2:1:0:0,1:1:0:0
2007-08-27 20:23:38,2:1:0:0,1:1:0:0
2007-08-27 20:23:48,2:1:0:0,1:1:0:0
2007-08-27 20:23:58,2:1:0:0,1:1:0:0
2007-08-27 20:24:08,2:1:0:0,1:1:0:0
2007-08-27 20:24:18,2:1:0:0,1:1:0:0
2007-08-27 20:24:28,2:1:0:0,1:1:0:0
2007-08-27 20:24:38,2:1:0:0,1:1:0:0
2007-08-27 20:24:48,2:1:0:0,1:1:0:0
2007-08-27 20:24:58,2:1:0:0,1:1:0:0
2007-08-27 20:25:08,2:1:0:0,1:1:0:0
2007-08-27 20:25:18,2:1:0:0,1:1:0:0
2007-08-27 20:25:28,2:1:0:0,1:1:0:0
2007-08-27 20:25:38,2:1:0:0,1:1:0:0
2007-08-27 20:25:48,2:1:0:0,1:1:0:0
2007-08-27 20:25:58,2:1:0:0,1:1:0:0
2007-08-27 20:26:08,2:1:0:0,1:1:0:0
2007-08-27 20:26:18,2:1:0:0,1:1:0:0
2007-08-27 20:26:28,2:1:0:0,1:1:0:0
2007-08-27 20:26:38,2:1:0:0,1:1:0:0
2007-08-27 20:26:48,2:1:0:0,1:1:0:0
2007-08-27 20:26:58,2:1:0:0,1:1:0:0
2007-08-27 20:27:08,2:1:0:0,1:1:0:0
2007-08-27 20:27:18,2:1:0:0,1:1:0:0
2007-08-27 20:27:28,2:1:0:0,1:1:0:0
2007-08-27 20:27:38,2:1:0:0,1:1:0:0
2007-08-27 20:27:48,2:1:0:0,1:1:0:0
2007-08-27 20:27:58,2:1:0:0,1:1:0:0
2007-08-27 20:28:08,2:1:0:0,0:0:0:0
2007-08-27 20:28:18,2:1:0:0,0:0:0:0
2007-08-27 20:28:28,2:1:0:0,1:1:0:0
2007-08-27 20:28:38,2:1:0:0,1:1:0:0
2007-08-27 20:28:48,2:1:0:0,1:1:0:0
2007-08-27 20:28:58,2:1:0:0,1:1:0:0
2007-08-27 20:29:08,2:1:0:0,1:1:0:0
2007-08-27 20:29:18,2:1:0:0,1:1:0:0
2007-08-27 20:29:28,2:1:0:0,1:1:0:0
2007-08-27 20:29:38,2:1:0:0,1:1:0:0
2007-08-27 20:29:48,2:1:0:0,1:1:0:0
2007-08-27 20:29:58,2:1:0:0,1:1:0:0
2007-08-27 20:30:08,2:1:0:0,1:1:0:0
2007-08-27 20:30:18,2:1:0:0,1:1:0:0
2007-08-27 20:30:28,2:1:0:0,1:1:0:0
2007-08-27 20:30:38,2:1:0:0,1:1:0:0
2007-08-27 20:30:48,2:1:0:0,1:1:0:0
2007-08-27 20:30:58,2:1:0:0,1:1:0:0
2007-08-27 20:31:08,2:1:0:0,1:1:0:0
2007-08-27 20:31:18,2:1:0:0,1:1:0:0
2007-08-27 20:31:28,2:1:0:0,1:1:0:0
2007-08-27 20:31:38,2:1:0:0,1:1:0:0
2007-08-27 20:31:48,2:1:0:0,1:1:0:0
2007-08-27 20:31:58,2:1:0:0,1:1:0:0
2007-08-27 20:32:08,2:1:0:0,1:1:0:0
2007-08-27 20:32:18,1:1:0:0,1:1:0:0
2007-08-27 20:32:28,1:1:0:0,1:1:0:0
2007-08-27 20:32:38,1:1:0:0,1:1:0:0
2007-08-27 20:32:48,1:1:0:0,1:1:0:0
2007-08-27 20:32:58,1:1:0:0,0:0:0:0
2007-08-27 20:33:08,1:1:0:0,0:0:0:1
2007-08-27 20:33:18,1:1:0:0,0:0:0:1
2007-08-27 20:33:28,1:1:0:0,0:0:0:0
2007-08-27 20:33:38,1:1:0:0,1:1:0:0
2007-08-27 20:33:48,1:1:0:0,1:1:0:0
2007-08-27 20:33:58,1:1:0:0,1:1:0:0
2007-08-27 20:34:08,2:1:0:0,1:1:0:0
2007-08-27 20:34:18,2:1:0:0,1:1:0:0
2007-08-27 20:34:29,2:1:0:0,1:1:0:0
2007-08-27 20:34:39,0:0:0:1,1:1:0:0
2007-08-27 20:34:49,0:0:0:1,1:1:0:0
2007-08-27 20:34:59,0:0:0:1,1:1:0:0
2007-08-27 20:35:09,0:0:0:1,1:1:0:0
2007-08-27 20:35:19,0:0:0:1,0:0:0:0
2007-08-27 20:35:29,0:0:0:1,1:1:0:0
2007-08-27 20:35:39,0:0:0:1,1:1:0:0
2007-08-27 20:35:49,0:0:0:1,1:1:0:0
2007-08-27 20:35:59,0:0:0:1,1:1:0:0
2007-08-27 20:36:09,0:0:0:1,1:1:0:0
2007-08-27 20:36:19,0:0:0:1,1:1:0:0
2007-08-27 20:36:29,0:0:0:1,1:1:0:0
2007-08-27 20:36:39,0:0:0:1,1:1:0:0
2007-08-27 20:36:50,0:0:0:1,1:1:0:0
2007-08-27 20:37:00,0:0:0:1,1:1:0:0
2007-08-27 20:37:10,0:0:0:1,1:1:0:0
2007-08-27 20:37:20,0:0:0:0,1:1:0:0
2007-08-27 20:37:30,2:1:0:0,2:1:0:0
2007-08-27 20:37:40,2:1:0:0,1:1:0:0
2007-08-27 20:37:50,2:1:0:0,1:1:0:0
2007-08-27 20:38:00,1:1:0:0,0:0:0:0
2007-08-27 20:38:10,2:1:0:0,2:1:0:0
2007-08-27 20:38:20,2:1:0:0,2:1:0:0
2007-08-27 20:38:30,2:1:0:0,2:1:0:0
2007-08-27 20:38:40,2:1:0:0,2:1:0:0
2007-08-27 20:38:50,2:1:0:0,1:1:0:0
2007-08-27 20:39:00,2:1:0:0,1:1:0:0
2007-08-27 20:39:10,2:1:0:0,2:1:0:0
2007-08-27 20:39:20,2:1:0:0,1:1:0:0
2007-08-27 20:39:30,2:1:0:0,0:0:0:0
2007-08-27 20:39:40,2:1:0:0,2:1:0:0
2007-08-27 20:39:50,2:1:0:0,2:1:0:0
2007-08-27 20:40:00,2:1:0:0,2:1:0:0
2007-08-27 20:40:10,2:1:0:0,2:1:0:0
2007-08-27 20:40:20,2:1:0:0,2:1:0:0
2007-08-27 20:40:30,2:1:0:0,2:1:0:0
2007-08-27 20:40:40,2:1:0:0,2:1:0:0
2007-08-27 20:40:50,2:1:0:0,2:1:0:0
2007-08-27 20:41:00,2:1:0:0,2:1:0:0
2007-08-27 20:41:10,0:0:0:0,2:1:0:0
2007-08-27 20:41:20,2:1:0:0,2:1:0:0
2007-08-27 20:41:30,2:1:0:0,2:1:0:0
2007-08-27 20:41:40,2:1:0:0,2:1:0:0
2007-08-27 20:41:50,2:1:0:0,2:1:0:0
2007-08-27 20:42:00,2:1:0:0,2:1:0:0
2007-08-27 20:42:10,1:1:0:0,2:1:0:0
2007-08-27 20:42:20,1:1:0:0,2:1:0:0
2007-08-27 20:42:30,1:1:0:0,2:1:0:0
2007-08-27 20:42:40,1:1:0:0,2:1:0:0
2007-08-27 20:42:50,1:1:0:0,2:1:0:0
2007-08-27 20:43:00,2:1:0:0,2:1:0:0
2007-08-27 20:43:10,0:0:0:0,2:1:0:0
2007-08-27 20:43:20,2:1:0:0,2:1:0:0
2007-08-27 20:43:30,2:1:0:0,2:1:0:0
2007-08-27 20:43:40,1:1:0:0,2:1:0:0
2007-08-27 20:43:50,1:1:0:0,2:1:0:0
2007-08-27 20:44:00,1:1:0:0,2:1:0:0
2007-08-27 20:44:10,1:1:0:0,2:1:0:0
2007-08-27 20:44:20,1:1:0:0,2:1:0:0
2007-08-27 20:44:30,1:1:0:0,2:1:0:0
2007-08-27 20:44:40,1:1:0:0,2:1:0:0
2007-08-27 20:44:50,1:1:0:0,2:1:0:0
2007-08-27 20:45:00,1:1:0:0,2:1:0:0
2007-08-27 20:45:10,1:1:0:0,2:1:0:0
2007-08-27 20:45:20,1:1:0:0,2:1:0:0
2007-08-27 20:45:30,1:1:0:0,2:1:0:0
2007-08-27 20:45:40,1:1:0:0,2:1:0:0
2007-08-27 20:45:50,1:1:0:0,2:1:0:0
2007-08-27 20:46:00,1:1:0:0,2:1:0:0
2007-08-27 20:46:10,1:1:0:0,2:1:0:0
2007-08-27 20:46:20,1:1:0:0,2:1:0:0
2007-08-27 20:46:30,1:1:0:0,2:1:0:0
2007-08-27 20:46:40,1:1:0:0,2:1:0:0
2007-08-27 20:46:50,1:1:0:0,2:1:0:0
2007-08-27 20:47:00,1:1:0:0,2:1:0:0
2007-08-27 20:47:10,1:1:0:0,2:1:0:0
2007-08-27 20:47:20,1:1:0:0,2:1:0:0
2007-08-27 20:47:30,1:1:0:0,2:1:0:0
2007-08-27 20:47:40,1:1:0:0,2:1:0:0
2007-08-27 20:47:50,2:1:0:0,2:1:0:0
2007-08-27 20:48:00,1:1:0:0,2:1:0:0
2007-08-27 20:48:10,2:1:0:0,2:1:0:0
2007-08-27 20:48:20,2:1:0:0,2:1:0:0
2007-08-27 20:48:30,0:0:0:0,0:0:0:0
2007-08-27 20:48:40,0:0:0:0,0:0:0:1
2007-08-27 20:48:50,0:0:0:0,1:1:0:0
2007-08-27 20:49:00,2:1:0:0,0:0:0:0
2007-08-27 20:49:10,2:1:0:0,0:0:0:1
2007-08-27 20:49:20,2:1:0:0,0:0:0:0
2007-08-27 20:49:30,2:1:0:0,1:1:0:0
2007-08-27 20:49:40,2:1:0:0,1:1:0:0
2007-08-27 20:49:50,2:1:0:0,1:1:0:0
2007-08-27 20:50:00,2:1:0:0,1:1:0:0
2007-08-27 20:50:10,2:1:0:0,1:1:0:0
2007-08-27 20:50:20,2:1:0:0,1:1:0:0
2007-08-27 20:50:30,2:1:0:0,1:1:0:0
2007-08-27 20:50:40,2:1:0:0,1:1:0:0
2007-08-27 20:50:50,2:1:0:0,1:1:0:0
2007-08-27 20:51:00,1:1:0:0,2:1:0:0
2007-08-27 20:51:10,0:0:0:0,2:1:0:0
2007-08-27 20:51:20,0:0:0:0,2:1:0:0
2007-08-27 20:51:30,0:0:0:0,2:1:0:0
2007-08-27 20:51:40,0:0:0:0,2:1:0:0
2007-08-27 20:51:50,0:0:0:0,2:1:0:0
2007-08-27 20:52:00,0:0:0:0,2:1:0:0
2007-08-27 20:52:10,0:0:0:0,2:1:0:0
2007-08-27 20:52:20,0:0:0:0,2:1:0:0
2007-08-27 20:52:30,0:0:0:0,2:1:0:0
2007-08-27 20:52:40,1:1:0:0,2:1:0:0
2007-08-27 20:52:50,2:1:0:0,2:1:0:0
2007-08-27 20:53:00,2:1:0:0,2:1:0:0
2007-08-27 20:53:10,2:1:0:0,2:1:0:0
2007-08-27 20:53:20,1:1:0:0,2:1:0:0
2007-08-27 20:53:30,1:1:0:0,2:1:0:0
2007-08-27 20:53:40,1:1:0:0,2:1:0:0
2007-08-27 20:53:50,1:1:0:0,2:1:0:0
2007-08-27 20:54:00,1:1:0:0,2:1:0:0
2007-08-27 20:54:10,1:1:0:0,2:1:0:0
2007-08-27 20:54:20,1:1:0:0,2:1:0:0
2007-08-27 20:54:30,1:1:0:0,2:1:0:0
2007-08-27 20:54:40,1:1:0:0,2:1:0:0
2007-08-27 20:54:50,1:1:0:0,2:1:0:0
2007-08-27 20:55:00,1:1:0:0,2:1:0:0
2007-08-27 20:55:10,1:1:0:0,2:1:0:0
2007-08-27 20:55:20,1:1:0:0,2:1:0:0
2007-08-27 20:55:30,0:0:0:0,2:1:0:0
2007-08-27 20:55:40,2:1:0:0,0:0:0:0
2007-08-27 20:55:50,2:1:0:0,0:0:0:1
2007-08-27 20:56:00,2:1:0:0,0:0:0:1
2007-08-27 20:56:10,2:1:0:0,0:0:0:1
2007-08-27 20:56:20,2:1:0:0,0:0:0:1
2007-08-27 20:56:30,2:1:0:0,0:0:0:1
2007-08-27 20:56:40,2:1:0:0,0:0:0:1
2007-08-27 20:56:50,2:1:0:0,0:0:0:1
2007-08-27 20:57:00,2:1:0:0,1:1:0:0
2007-08-27 20:57:10,2:1:0:0,1:1:0:0
2007-08-27 20:57:20,2:1:0:0,1:1:0:0
2007-08-27 20:57:30,2:1:0:0,1:1:0:0
