391, 334, 206, 1202780957.931440
384, 339, 206, 1202780957.931777
391, 323, 199, 1202780957.932030
384, 339, 199, 1202780957.932482
387, 327, 207, 1202780957.932763
390, 352, 206, 1202780957.933035
396, 319, 199, 1202780957.933285
384, 327, 199, 1202780957.933532
391, 335, 207, 1202780957.933779
387, 335, 207, 1202780957.934025
398, 344, 204, 1202780957.934271
385, 332, 199, 1202780957.934518
391, 323, 199, 1202780957.934772
384, 323, 199, 1202780957.935020
393, 327, 199, 1202780957.935267
384, 323, 199, 1202780957.935542
384, 331, 199, 1202780957.935789
399, 344, 199, 1202780957.936035
391, 335, 206, 1202780957.936281
391, 319, 206, 1202780957.936528
387, 335, 199, 1202780957.936774
391, 327, 199, 1202780957.937020
384, 327, 199, 1202780957.937266
387, 344, 211, 1202780957.939487
387, 323, 207, 1202780957.939740
387, 323, 206, 1202780957.939987
384, 352, 199, 1202780957.940232
391, 335, 195, 1202780957.940479
398, 316, 207, 1202780957.940726
376, 335, 201, 1202780957.940972
391, 339, 204, 1202780957.943467
398, 335, 204, 1202780957.951470
391, 335, 199, 1202780957.951720
384, 335, 204, 1202780957.951967
396, 335, 207, 1202780957.952213
399, 335, 195, 1202780957.952458
385, 327, 199, 1202780957.952704
385, 327, 199, 1202780957.952951
387, 352, 199, 1202780957.954459
399, 319, 207, 1202780957.963491
385, 335, 201, 1202780957.963740
391, 335, 204, 1202780957.963988
384, 334, 204, 1202780957.964234
391, 323, 206, 1202780957.964481
387, 339, 207, 1202780957.964731
384, 335, 199, 1202780957.964978
391, 323, 206, 1202780957.965267
387, 355, 207, 1202780957.967493
396, 335, 207, 1202780957.974519
384, 319, 199, 1202780957.974817
391, 323, 203, 1202780957.975069
387, 335, 203, 1202780957.975329
399, 335, 199, 1202780957.975579
391, 323, 207, 1202780957.975826
384, 352, 207, 1202780957.976072
399, 332, 206, 1202780957.978523
387, 334, 195, 1202780957.984521
384, 327, 195, 1202780957.984772
385, 339, 199, 1202780957.985020
401, 335, 207, 1202780957.985267
385, 339, 207, 1202780957.985526
391, 339, 206, 1202780957.985773
391, 327, 201, 1202780957.986019
391, 323, 195, 1202780957.988513
387, 327, 199, 1202780958.001548
384, 327, 207, 1202780958.001797
403, 352, 206, 1202780958.002043
387, 335, 207, 1202780958.002290
384, 327, 203, 1202780958.002536
385, 335, 199, 1202780958.002782
391, 342, 195, 1202780958.003028
395, 327, 206, 1202780958.003329
384, 327, 204, 1202780958.003582
387, 335, 199, 1202780958.009545
401, 335, 206, 1202780958.009792
399, 332, 207, 1202780958.010038
387, 327, 204, 1202780958.010284
384, 323, 199, 1202780958.010530
408, 335, 199, 1202780958.010776
387, 334, 195, 1202780958.011022
387, 332, 199, 1202780958.013481
384, 335, 203, 1202780958.021494
387, 335, 207, 1202780958.021743
396, 334, 199, 1202780958.021990
385, 323, 199, 1202780958.022237
391, 335, 207, 1202780958.022483
391, 335, 204, 1202780958.022730
387, 327, 201, 1202780958.022975
384, 335, 199, 1202780958.024513
399, 344, 204, 1202780958.033525
387, 323, 206, 1202780958.033774
